file,bytes,sha1,sheetId,title,records,decodedRecords,unknownRecords,recordBytes,residualBytes,unresolvedFields,engineeringObjects,functionBlocks,junctions,ioObjects,deviceTags,loopTags,irefs,orefs,connections,danglingWires,descriptions,parameters,specEntries,fcDecoded,unresolvedXrefs,trailerClean,warnings,coverage
3310572A.CAD,4924,b9d6a0a66917,3310572,VALVE POSTN,140,140,0,4224,0,57,156,34,11,5,10,10,4,4,48,0,45,88,18,16,0,true,4,1
3310573A.CAD,1618,333d0c0c5d3a,3310573,LIQ FILT,44,44,0,1262,0,4,44,7,1,1,1,1,1,0,4,0,30,14,3,3,0,true,1,1
3310574A.CAD,3680,187bdf93d9b5,3310574,VALVE POSTN,101,101,0,3138,0,31,111,24,7,5,7,7,3,2,28,0,40,49,10,8,0,true,3,1
3310575A.CAD,2770,ba16d9dc898d,3310575,VALVE POSTN,76,76,0,2298,0,23,81,15,5,4,4,4,2,1,21,0,33,33,6,5,0,true,3,1
3310576A.CAD,3930,66471cc7fc39,3310576,WASHER LVL,118,118,0,3356,0,44,125,21,13,4,5,5,2,2,42,0,40,55,11,10,0,true,3,1
3310577A.CAD,1872,4b94f1664a39,3310577,BROWNSTOCK WASHING/SCREENING,53,53,0,1440,0,14,52,8,3,0,1,1,0,0,12,0,28,26,7,6,0,true,3,1
3310578A.CAD,1596,7d75ccb1ae10,3310578,BROWNSTOCK WASHING / SCREENING,39,39,0,1228,0,8,43,9,1,1,3,3,1,2,8,0,19,19,4,4,0,true,1,1
3310579A.CAD,4100,f8706229d5f8,3310579,VALVE POSTN,117,117,0,3406,0,48,128,26,9,7,7,7,4,2,44,0,36,73,15,14,0,true,3,1
3310580A.CAD,3594,14c1da0b0368,3310580,VALVE POSTN,101,101,0,3078,0,34,114,22,8,4,8,8,3,4,32,0,37,50,9,8,0,true,3,1
3310581A.CAD,4292,256f8fb3377a,3310581,FILTRATE TANK LEVEL,127,127,0,3592,0,46,137,29,9,1,6,6,5,1,44,0,43,94,18,18,0,true,2,1
3310582A.CAD,4498,9715db740d6b,3310582,WASHER LVL,136,136,0,3848,0,57,145,26,17,4,6,6,2,3,55,0,36,69,15,14,1,true,3,1
3310583A.CAD,4082,e3326f7f82d3,3310583,BROWNSTOCK WASHING/SCREENING,115,115,0,3388,0,47,128,27,8,6,8,8,5,2,43,0,35,74,15,14,0,true,3,1
3310584A.CAD,3502,cea5414eecc1,3310584,VALVE POSTN,99,99,0,2986,0,34,112,21,8,4,8,8,3,4,32,0,36,50,9,8,0,true,3,1
3310585A.CAD,4002,2dafe0bccd0e,3310585,WASHER SPEED,121,121,0,3412,0,48,128,22,14,4,5,5,2,2,46,0,37,58,12,11,0,true,3,1
3310586A.CAD,4240,7297a2076395,3310586,FILTRATE LVL,125,125,0,3540,0,46,135,29,9,1,6,6,5,1,44,0,41,94,18,18,0,true,2,1
3310587A.CAD,3638,646055cac9df,3310587,VALVE POSTN,103,103,0,3122,0,34,116,22,8,4,8,8,3,4,32,0,39,50,9,8,0,true,3,1
3310588A.CAD,3022,4cb6660ea641,3310588,VALVE POSTN,84,84,0,2528,0,26,91,18,5,4,5,5,3,1,24,0,35,40,8,7,0,true,3,1
3310589A.CAD,3680,50c549f3e3d3,3310589,VALVE POSTN,107,107,0,3136,0,34,117,22,9,3,6,6,3,3,32,0,42,54,10,10,1,true,3,1
3310590A.CAD,3376,da0f78330809,3310590,STOCK TO SCREENING CONSISTENCY,96,96,0,2854,0,32,104,20,8,3,5,5,3,2,29,0,37,49,8,8,0,true,3,1
3310591A.CAD,4890,942c02cb20cd,3310591,VALVE POSTN,138,138,0,4202,0,51,157,33,12,6,11,11,7,3,47,0,44,91,16,15,0,true,4,1
3310592A.CAD,3640,c5374bd62a30,3310592,VALVE POSTN,100,100,0,3122,0,36,114,23,7,5,9,9,4,3,31,0,37,46,10,8,0,true,4,1
3310593A.CAD,3568,82983b94a673,3310593,VALVE POSTN,102,102,0,3008,0,34,110,22,8,3,5,5,4,1,33,0,37,55,11,11,0,true,2,1
3310594A.CAD,3720,b3b299ed7803,3310594,VALVE POSTN,106,106,0,3162,0,37,115,22,9,4,6,6,3,2,34,0,39,53,11,10,0,true,4,1
3310595A.CAD,3360,aacd877cdd8c,3310595,VALVE POSTN,93,93,0,2862,0,30,104,20,6,4,7,7,4,2,27,0,38,43,8,7,0,true,4,1
3310596A.CAD,3080,035d34fc3022,3310596,VALVE POSTN,86,86,0,2596,0,25,94,18,5,3,5,5,4,1,24,0,37,40,7,7,0,true,2,1
3310597A.CAD,2974,1c5f99cf76a8,3310597,VALVE POSTN,83,83,0,2502,0,24,91,17,5,3,5,5,4,1,23,0,36,38,6,6,0,true,2,1
3310598A.CAD,4685,954bd7589f3f,3310598,SWING SCREEN DILUTION,122,122,0,3960,0,40,140,27,6,4,11,11,7,2,27,0,60,50,12,9,0,true,5,1
3310599A.CAD,4347,7d932c3604c5,3310599,VALVE POSTN,122,122,0,3752,0,38,134,27,8,4,7,7,5,2,29,0,56,65,13,13,0,true,3,1
33105A0A.CAD,3708,682eb81025a9,33105A0,VALVE POSTN,105,105,0,3170,0,36,116,23,8,4,7,7,3,3,33,0,39,52,11,10,1,true,4,1
33105A1A.CAD,3386,d2801e872a67,33105A1,VALVE POSTN,97,97,0,2898,0,26,107,19,5,3,6,6,5,1,25,0,46,43,7,7,0,true,2,1
33105A2A.CAD,3194,b1c6dc509642,33105A2,VALVE POSTN,92,92,0,2722,0,24,100,17,5,3,5,5,4,1,23,0,45,37,6,6,0,true,2,1
33105A3A.CAD,3210,3901c2c5725c,33105A3,BROWNSTOCK WASHING/SCREENING,88,88,0,2718,0,33,98,18,7,5,7,7,2,3,27,0,34,38,8,6,0,true,4,1
33105A4A.CAD,3084,e3a5b38e798f,33105A4,VALVE POSTN,86,86,0,2600,0,26,93,17,5,4,5,5,2,2,23,0,39,37,7,6,0,true,4,1
33105A6A.CAD,3238,8d59f4e695f7,33105A6,VALVE POSTN,91,91,0,2750,0,26,101,19,5,3,6,6,5,1,25,0,40,43,7,7,0,true,2,1
33105A7A.CAD,2948,a668b26fedd0,33105A7,VALVE POSTN,82,82,0,2476,0,24,90,17,5,3,5,5,4,1,23,0,35,37,6,6,0,true,2,1
33105A8A.CAD,5686,cd6a40234180,33105A8,VALVE POSTN,163,163,0,5006,0,64,184,35,13,6,13,13,5,5,50,0,63,80,18,15,0,true,4,1
33105A9A.CAD,3290,7d74fbeb2aef,33105A9,VIB SCREEN LEVEL,94,94,0,2742,0,32,99,19,8,4,4,4,2,1,30,0,35,49,10,9,0,true,3,1
33105B0A.CAD,2796,960091495174,33105B0,VALVE POSTN,79,79,0,2322,0,24,83,16,5,3,3,3,2,1,22,0,34,36,6,6,0,true,2,1
33105B1A.CAD,2866,1f3332e332e0,33105B1,VALVE POSTN,81,81,0,2392,0,24,85,16,5,3,3,3,2,1,22,0,36,37,6,6,0,true,2,1
33105B2A.CAD,2268,8e5923305d8d,33105B2,VALVE POSTN,63,63,0,1850,0,16,67,10,3,2,3,3,2,1,15,0,33,23,4,4,0,true,2,1
33105B3A.CAD,3938,d69cae02a6f5,33105B3,FILTRATE TK LVL,115,115,0,3286,0,41,125,27,7,1,6,6,5,1,39,0,40,84,16,16,0,true,2,1
33105B4A.CAD,5440,661e14d42102,33105B4,WASHER LVL,166,166,0,4714,0,67,177,34,19,5,7,7,3,3,65,0,46,87,19,18,1,true,3,1
33105B5A.CAD,5252,096c5aa20def,33105B5,WASH WTR FLOW,151,151,0,4548,0,60,173,36,15,3,12,12,8,4,57,0,41,97,17,17,0,true,3,1
33105B6A.CAD,4850,597becac819e,33105B6,WASH WATER RATIO CONTROL,138,138,0,4108,0,52,163,38,12,1,13,13,6,7,51,0,36,114,24,24,1,true,2,1
33105B7A.CAD,1247,b3236c09d72a,33105B7,BROWNSTOCK WASHING / SCREENING,29,29,0,904,0,2,29,5,0,1,1,1,1,0,2,0,20,11,2,2,0,true,1,1
33105B8A.CAD,3976,e25041cc5f85,33105B8,VALVE POSTN,113,113,0,3450,0,40,128,24,11,4,9,9,2,6,37,0,39,53,10,9,0,true,4,1
33105B9A.CAD,3652,ed15c2bf829e,33105B9,VLV CLOSED,107,107,0,3066,0,37,117,23,6,2,6,6,3,3,36,0,40,66,14,14,0,true,2,1
33105C0A.CAD,4538,3f3ca565e25b,33105C0,HOT WASH WTR FLOW,130,130,0,3900,0,49,145,30,11,4,9,9,4,4,45,0,42,77,15,14,0,true,4,1
33105C1A.CAD,1218,e1094c2e25f0,33105C1,BROWNSTOCK WASHING / SCREENING,28,28,0,874,0,2,28,5,0,1,1,1,1,0,2,0,19,11,2,2,0,true,1,1
33105C2A.CAD,1472,ff33fd9ceece,33105C2,BROWNSTOCK WASHING/SCREENING,39,39,0,1116,0,4,39,6,1,1,1,1,1,0,4,0,26,13,3,3,0,true,1,1
33105C3A.CAD,4200,3c5c805ebc4a,33105C3,WASHING SCREENING,119,119,0,3580,0,42,130,29,10,5,7,7,4,2,40,0,38,68,13,12,0,true,3,1
33105C4A.CAD,1213,93928a8c6570,33105C4,BROWNSTOCK WASHING / SCREENING,28,28,0,870,0,2,28,5,0,1,1,1,1,0,2,0,19,11,2,2,0,true,1,1
33105C5A.CAD,3840,ebd7e6403c7a,33105C5,WASHING SCREENING,108,108,0,3294,0,39,121,26,7,4,7,7,5,3,36,0,37,51,10,10,1,true,2,1
33105C6A.CAD,4216,eb6ee1661ca2,33105C6,BROWN STOCK WASHING,116,116,0,3622,0,37,137,31,4,1,13,13,7,3,34,0,45,62,21,18,1,true,2,1
33105C7A.CAD,1558,e93f344a690b,33105C7,PRESSURE SCREEN,42,42,0,1218,0,3,42,6,1,1,1,1,1,0,3,0,30,11,2,2,0,true,1,1
33105C8A.CAD,2738,4ec02d02b796,33105C8,PRIMARY SCREEN,77,77,0,2276,0,22,83,15,5,3,4,4,3,1,21,0,34,34,5,5,0,true,2,1
33105C9A.CAD,2726,60955bbc0e1a,33105C9,PRIMARY SCREEN DIFF,76,76,0,2264,0,22,82,15,5,3,4,4,3,1,21,0,33,34,5,5,0,true,2,1
33105D0A.CAD,2926,8390c62f2f83,33105D0,PRIMARY SCREEN REJECT,81,81,0,2454,0,26,88,16,6,4,5,5,2,2,23,0,34,34,6,5,0,true,4,1
33105D1A.CAD,2694,b0fdcc43bdde,33105D1,WASHING SCREENING,75,75,0,2232,0,22,81,15,5,3,4,4,3,1,21,0,32,34,5,5,0,true,2,1
33105D2A.CAD,2704,2e94ca75e307,33105D2,WASHING SCREENING,75,75,0,2242,0,22,81,15,5,3,4,4,3,1,21,0,32,34,5,5,0,true,2,1
33105D3A.CAD,1146,34a159fa9ba6,33105D3,BROWNSTOCK WASHING/SCREENING,25,25,0,802,0,2,25,5,0,1,1,1,1,0,2,0,16,11,2,2,0,true,1,1
33105D4A.CAD,2854,92c6eb820348,33105D4,WASHING SCREENING,79,79,0,2382,0,26,86,16,6,4,5,5,2,2,23,0,32,34,6,5,0,true,4,1
33105D5A.CAD,3150,0e7e525fcdc0,33105D5,PRIMARY SCREEN DILUTION,87,87,0,2656,0,29,96,19,6,4,6,6,3,2,26,0,34,41,8,7,0,true,4,1
33105D6A.CAD,1144,d0c2f1a6ba92,33105D6,BROWNSTOCK WASHING/SCREENING,26,26,0,816,0,1,26,4,0,1,1,1,1,0,1,0,19,7,1,1,0,true,1,1
33105D7A.CAD,2726,72a87e21051c,33105D7,PRIMARY SCREEN DIFF,76,76,0,2264,0,22,82,15,5,3,4,4,3,1,21,0,33,33,5,5,0,true,2,1
33105D8A.CAD,2698,1dc55d7503e1,33105D8,PRIMARY SCREEN REJECT,75,75,0,2236,0,22,81,15,5,3,4,4,3,1,21,0,32,34,5,5,0,true,2,1
33105D9A.CAD,2928,de70ba6473b4,33105D9,WASHING SCREENING,81,81,0,2440,0,26,90,17,5,4,6,6,2,3,24,0,33,37,7,6,1,true,3,1
33105E0A.CAD,1680,b7c7b1e9c993,33105E0,BUFFER PUMP,45,45,0,1298,0,7,47,5,2,2,2,2,1,1,7,0,29,13,1,1,0,true,1,1
33105E1A.CAD,4028,e2d2cd258ecc,33105E1,DILUTION FACTOR CONTROL,115,115,0,3350,0,44,126,28,6,1,7,7,4,2,39,0,40,88,20,19,1,true,4,1
33105E2A.CAD,1598,17319eff2f04,33105E2,SEALING WATER,43,43,0,1258,0,4,45,7,1,1,2,2,1,1,4,0,29,12,2,2,0,true,1,1
33105E3A.CAD,1912,db6fecd06d98,33105E3,BROWNSTOCK WASHING/SCREENING,46,46,0,1488,0,12,50,10,3,3,3,3,2,1,12,0,19,25,2,2,0,true,1,1
33105E4A.CAD,1150,4b4c3880e48b,33105E4,BROWNSTOCK WASHING/SCREENING,26,26,0,822,0,1,26,4,0,1,1,1,1,0,1,0,19,8,1,1,0,true,1,1
33105E5A.CAD,1146,650b494ad16f,33105E5,BROWNSTOCK WASHING/SCREENING,26,26,0,818,0,1,26,4,0,1,1,1,1,0,1,0,19,8,1,1,0,true,1,1
33105E6A.CAD,1220,aa317647714e,33105E6,BROWNSTOCK WASHING/SCREENING,28,28,0,876,0,2,28,5,0,1,1,1,1,0,2,0,19,11,2,2,0,true,1,1
33105E7A.CAD,1154,6806dbfa66cc,33105E7,BROWNSTOCK WASHING/SCREENING,26,26,0,826,0,1,26,4,0,1,1,1,1,0,1,0,19,8,1,1,0,true,1,1
33105E8A.CAD,1148,36d92e0f5ca5,33105E8,BROWNSTOCK WASHING/SCREENING,26,26,0,820,0,1,26,4,0,1,1,1,1,0,1,0,19,8,1,1,0,true,1,1
33105E9A.CAD,1192,a82b452d20df,33105E9,BROWNSTOCK WASHING / SCREENING,27,27,0,848,0,2,27,5,0,1,1,1,1,0,2,0,18,11,2,2,0,true,1,1
33105F0A.CAD,2251,eef49b418c94,33105F0,CONSISTENCY SCREEN,61,61,0,1738,0,2,59,9,0,0,0,0,0,0,0,0,50,45,9,9,0,true,1,1
33105F1A.CAD,1150,a5a16c167ee9,33105F1,BROWNSTOCK WASHING/SCREENING,26,26,0,822,0,1,26,4,0,1,1,1,1,0,1,0,19,8,1,1,0,true,1,1
33105F2A.CAD,1214,466b876cb7c9,33105F2,BROWNSTOCK WASHING/SCREENING,28,28,0,870,0,2,28,5,0,1,1,1,1,0,2,0,19,11,2,2,0,true,1,1
33105F3A.CAD,1150,93ce9e817790,33105F3,BROWNSTOCK WASHING/SCREENING,26,26,0,822,0,1,26,4,0,1,1,1,1,0,1,0,19,8,1,1,0,true,1,1
33105F4A.CAD,2232,ca07ee3c7b75,33105F4,BROWNSTOCK WASHING/SCREENING,59,59,0,1752,0,22,63,13,4,3,3,3,2,1,20,0,20,38,6,6,0,true,2,1
33105F5A.CAD,2938,dd18bfb33c3d,33105F5A,BROWNSTOCK WASHING/SCREENING,82,82,0,2448,0,27,89,17,6,5,5,5,2,2,25,0,32,37,7,6,0,true,3,1
33105F6A.CAD,1614,6aa2b6507074,33105F6A,BROWNSTOCK WASHING/SCREENING,42,42,0,1270,0,4,44,7,1,1,2,2,1,1,4,0,28,11,2,2,0,true,1,1
33105F7A.CAD,1434,fd4a55ae5932,33105F7,BROWNSTOCK WASHING/SCREENING,37,37,0,1106,0,2,39,5,0,1,2,2,1,1,2,0,28,7,1,1,1,true,1,1
33105F8A.CAD,3408,1d260ddd4802,33105F8,Temp.in F.Line PCU Room.,94,94,0,2822,0,28,106,18,7,4,7,7,6,1,27,0,40,62,8,8,0,true,2,1
33105F9A.CAD,3346,60abce69c22a,33105F9,Sealing Water Level Control,94,94,0,2758,0,38,104,19,8,5,6,6,4,2,34,0,31,57,7,7,0,true,2,1
33105G0A.CAD,2082,24ae0f8a4818,33105G0,NO.1 PRIMARY SCREEN,56,56,0,1700,0,10,62,12,2,1,4,4,1,3,10,0,30,22,5,5,1,true,1,1
33105G1A.CAD,2046,17fc52323d16,33105G1,NO.2 PRIMARY SCREEN,56,56,0,1664,0,9,60,11,2,1,3,3,1,2,9,0,32,21,5,5,1,true,1,1
33105G2A.CAD,2054,d5e21fbc279c,33105G2,ROWN STOCK WASHING SCREENING,56,56,0,1688,0,9,62,11,2,1,4,4,1,3,9,0,32,19,4,4,1,true,1,1
33105G3A.CAD,2032,d3a842eeb909,33105G3,BROWN STOCK WASHING SCREENING,55,55,0,1666,0,9,61,11,2,1,4,4,1,3,9,0,31,19,4,4,1,true,1,1
33105G4A.CAD,2204,8f4022b3b4fe,33105G4,BROWN STOCK WASHING SCREENING,59,59,0,1822,0,12,67,13,3,1,5,5,1,4,12,0,29,24,5,5,0,true,1,1
33105G5A.CAD,1594,5dae8e7c41a9,33105G5,BROWN STOCK WASHING SCREENING,44,44,0,1210,0,9,43,5,2,0,1,1,0,0,8,0,27,15,5,4,0,true,2,1
33105G6A.CAD,3874,c2f3f6ee51e4,33105G6,BROWN STOCK WASHING SCREENING,107,107,0,3228,0,38,129,34,0,1,12,12,11,1,38,0,33,78,22,22,0,true,1,1
33105G7A.CAD,2708,3613005097a4,33105G7A,BROWNSTOCK WASHING/SCREENING,68,68,0,2198,0,24,79,17,3,5,7,7,4,2,20,0,26,43,7,6,0,true,4,1
33105G8A.CAD,2252,ce132ced59f6,33105G8A,,53,53,0,1750,0,25,65,19,4,5,6,6,5,1,23,0,7,47,7,7,0,true,2,1
33105Z0A.CAD,6642,dff466da9a92,33105Z0,BROWNSTOCK WASHING/SCREENING,115,115,0,3978,0,31,121,60,8,0,6,6,0,2,19,0,26,284,57,46,0,true,3,1
33105Z1A.CAD,5854,55cf7b539229,33105Z1,BROWNSTOCK WASHING/SCREENING,96,96,0,4518,0,38,114,66,0,5,19,19,0,1,3,0,25,119,64,30,0,true,3,1
33105Z2A.CAD,2106,2061df69be9d,33105Z2,BROWNSTOCK WASHING/SCREENING,36,36,0,1030,0,0,34,10,0,0,0,0,0,0,0,0,24,102,10,10,0,true,0,1
33105Z3A.CAD,1256,6dbba264eb48,33105Z3,BROWNSTOCK WASHING/SCREENING,32,32,0,908,0,2,31,3,0,0,1,1,0,0,1,0,26,9,3,2,0,true,2,1
3330500A.CAD,4375,49ba388b11fe,3330500,MFC EXECUTIVES,131,131,0,3812,0,87,139,18,1,0,5,5,0,5,11,0,99,68,10,9,0,true,3,1
3330501A.CAD,2103,bcddf028a80a,3330501,CIS I/O FOR SLAVE 1,52,52,0,1738,0,13,70,12,0,10,10,10,10,0,11,0,27,22,2,2,1,true,2,1
3330502A.CAD,1543,751706f4e9d1,3330502,CIS I/O FOR SLAVE 2,38,38,0,1186,0,6,46,6,0,5,5,5,5,0,5,0,25,16,1,1,0,true,2,1
3330503A.CAD,2528,b987a04c7647,3330503,CIS I/O FOR SLAVE 3,65,65,0,2170,0,23,87,13,0,12,12,12,12,0,12,0,38,24,1,1,0,true,2,1
3330504A.CAD,2743,6644ef9c46f5,3330504,ANALOG INPUT SLAVE,63,63,0,2236,0,19,88,16,2,13,13,13,0,13,17,0,27,41,3,3,0,true,2,1
3330505A.CAD,2659,2d27a7a2aec5,3330505,ANALOG INPUT SLAVE,59,59,0,2152,0,21,86,17,2,14,14,14,0,14,18,0,21,40,3,3,0,true,2,1
3330506A.CAD,3166,f618dd48e4d3,3330506,ANALOG OUTPUT SLAVE,73,73,0,2676,0,19,108,20,0,18,18,18,18,0,19,0,33,52,2,2,0,true,1,1
3330507A.CAD,2884,24493fcc663a,3330507,ANALOG INPUT SLAVE,65,65,0,2376,0,19,94,18,2,15,15,15,0,15,19,0,25,41,3,3,0,true,1,1
3330508A.CAD,2844,43dcf5090157,3330508,DIGITAL INPUT SLAVE,63,63,0,2522,0,14,90,16,0,14,14,14,0,14,14,0,32,20,2,2,0,true,1,1
3330509A.CAD,3015,d0f36916da30,3330509,DIGITAL INPUT SLAVE,69,69,0,2694,0,20,96,16,0,14,14,14,0,14,14,0,38,20,2,2,0,true,2,1
3330510A.CAD,2305,bfa3555f2cb9,3330510,STOCK FLOW TO Cl2,54,54,0,1984,0,15,79,15,0,13,13,13,0,13,13,0,25,19,2,2,0,true,2,1
3330511A.CAD,1688,1551bf231046,3330511,DIGITAL INFUT SLAVE,38,38,0,1366,0,9,55,11,0,9,9,9,0,9,9,0,17,15,2,2,0,true,1,1
3330512A.CAD,2372,970fb4c6e525,3330512,BLEACH STOCK BLENDING AGITATOR #4,52,52,0,2018,0,12,75,14,0,12,12,12,12,0,12,0,25,20,2,2,0,true,1,1
3330513A.CAD,2432,277ea44ba3e2,3330513,BROWN BLEND TANK STOCK PUMP #2,54,54,0,2078,0,12,77,14,0,12,12,12,12,0,12,0,27,20,2,2,0,true,1,1
3330514A.CAD,2674,4bb35f3a5f12,3330514,ai 14 & 15 connect to 453 ii 212,57,57,0,2166,0,18,84,17,2,14,14,14,0,14,18,0,19,41,3,3,0,true,1,1
3330515A.CAD,2112,d93f75cb1f90,3330515,ANALOG OUTPUT SLAVE,38,38,0,1622,0,17,67,17,1,15,15,15,15,0,17,0,2,49,2,2,0,true,1,1
3330516A.CAD,1880,4a9245d9905b,3330516A,ANALOG INPUT SLAVE,34,34,0,1372,0,16,55,14,1,11,11,11,0,11,14,0,4,36,3,3,2,true,2,1
3330550A.CAD,2060,099778cf3176,3330550,H.D TOWEL LEVEL,55,55,0,1676,0,12,63,12,2,1,5,5,1,4,12,0,27,23,5,5,0,true,1,1
3330551A.CAD,2669,d2909d04a39c,3330551,BLEACHED HD TOWER HIGH LEVEL ALARM,117,117,0,2362,0,67,118,5,0,1,2,2,1,1,66,0,43,5,1,1,0,true,3,1
3330552A.CAD,5958,9276992a0f78,3330552,FEED FORWARD,157,157,0,5278,0,64,201,48,9,2,21,21,14,11,59,0,39,89,17,17,5,true,3,1
3330553A.CAD,4756,7a22c8299f00,3330553,BROWN BLEND TANK MAJOR DILUTION,131,131,0,4008,0,58,154,38,9,0,11,11,11,3,57,0,25,106,23,23,0,true,2,1
3330554A.CAD,6150,3b2153d9e3fd,3330554,FEED FORWARD,162,162,0,5468,0,65,208,51,8,5,22,22,15,11,59,0,42,92,18,18,6,true,3,1
3330555A.CAD,1058,56390e5891e6,3330555,BROWN STOCK CORMEC TEMPERATURE,23,23,0,730,0,1,23,4,0,1,1,1,1,0,1,0,16,7,1,1,0,true,1,1
3330556A.CAD,1224,5a1cb4335416,3330556,TEMPERATURE ClO2 TANK,28,28,0,866,0,4,30,5,1,1,2,2,1,1,4,0,16,16,2,2,0,true,1,1
3330557A.CAD,4698,7781909a24d6,3330557,STOCK FLOW TO Cl2 TOWER,129,129,0,4168,0,51,159,38,13,3,16,15,5,11,50,0,26,58,17,17,8,true,2,1
3330558A.CAD,4710,c83005d0ea95,3330558,FEED FORWARD,123,123,0,4036,0,50,151,37,9,2,14,14,6,10,47,0,28,74,15,15,9,true,2,1
3330559A.CAD,6066,b9625c41b9c5,3330559,FEED FORWARD,160,160,0,5340,0,65,206,50,10,2,23,23,13,12,61,0,37,97,19,19,8,true,3,1
3330560A.CAD,7548,f190dd5530ff,3330560,ClO2 DOSAGE TO D1 & D2 STAGE,213,213,0,6452,0,92,249,63,19,2,19,19,10,9,90,0,39,213,44,42,2,true,2,1
3330561A.CAD,3535,9bc653766b5d,3330561,LINE SELECTION,101,101,0,3102,0,56,124,24,14,0,12,12,2,10,44,0,18,40,11,11,1,true,3,1
3330562A.CAD,7546,68a7195b49db,3330562,TRANSFER TO CASCADE,202,202,0,6550,0,95,248,67,16,2,23,23,14,11,89,0,28,154,34,34,7,true,3,1
3330563A.CAD,6926,11f56fcc2b29,3330563,FEED FORWARD,181,181,0,6048,0,84,227,60,14,5,24,24,12,12,79,0,26,120,31,28,8,true,3,1
3330564A.CAD,6856,47448134ebb9,3330564,,194,194,0,5792,0,87,225,59,18,2,16,16,11,6,87,0,28,206,42,42,3,true,1,1
3330565A.CAD,5450,0e196120d75c,3330565,,147,147,0,4606,0,70,181,44,15,0,18,18,10,8,65,0,21,128,25,25,1,true,3,1
3330566A.CAD,3698,daf310cbe586,3330566,,95,95,0,3074,0,44,121,31,8,0,14,14,9,5,42,0,12,81,15,15,0,true,2,1
3330567A.CAD,7656,d0c65e63dab5,3330567,FEED FORWARD,204,204,0,6772,0,90,262,65,14,2,29,29,16,15,81,0,42,131,26,25,9,true,4,1
3330568A.CAD,5411,adfc64aabfe4,3330568,FEED FORWARD,145,145,0,4680,0,61,179,43,11,2,17,17,8,11,56,0,33,88,18,18,9,true,3,1
3330569A.CAD,3080,89a0dcc140f2,3330569,STOCK PUMP MOTOR,80,80,0,2558,0,28,102,21,5,0,12,12,10,2,28,0,24,51,9,9,2,true,1,1
3330570A.CAD,2281,74de35132c88,3330570,,59,59,0,1780,0,23,65,13,5,1,4,4,1,3,20,0,19,45,7,7,1,true,2,1
3330571A.CAD,1295,602e78709f3c,3330571,,30,30,0,944,0,5,32,7,0,1,2,2,1,1,4,0,17,14,3,3,0,true,2,1
3330572A.CAD,7142,68bc24cc1fff,3330572,TRANSFER TO MANUAL,194,194,0,6212,0,86,237,60,14,2,21,21,13,11,78,0,40,140,29,29,6,true,3,1
3330573A.CAD,4800,fd9dd0e94e96,3330573,BLEACH PLANT PRODUCTION RATE,133,133,0,4026,0,59,157,36,12,0,13,13,7,6,53,0,30,108,22,22,1,true,3,1
3330574A.CAD,3988,231e038351aa,3330574,STAGE 1 CHEMICAL DOSAGE,107,107,0,3364,0,44,133,31,8,0,14,14,9,5,42,0,24,79,15,15,0,true,2,1
3330575A.CAD,1412,8d1f21e7c439,3330575,WASHER IV VAT pH,37,37,0,1068,0,3,39,5,0,1,2,2,1,1,3,0,27,10,2,2,0,true,1,1
3330576A.CAD,2714,58140c850f26,3330576A,STOCK FLOW TO,76,76,0,2234,0,21,84,18,3,2,5,5,2,3,20,0,33,47,10,10,0,true,2,1
3330577A.CAD,1248,2a61bb35033b,3330577,BLEACHED PULP LEVEL,33,33,0,902,0,2,33,3,0,1,1,1,1,0,2,0,26,12,2,2,0,true,1,1
3330578A.CAD,1412,d2d879e9dea6,3330578,BLEACHED HD STOCK TOWER,37,37,0,1104,0,2,39,5,0,1,2,2,1,1,2,0,28,5,1,1,0,true,1,1
3330580A.CAD,3448,8e6725de8c24,3330580,BLEACHED HD STOCK TOWER,96,96,0,2944,0,31,110,21,8,4,8,8,4,4,30,0,35,48,7,7,1,true,2,1
3330581A.CAD,3546,7c7adce8995c,3330581,BLEACHED HD STOCK TOWER,100,100,0,3000,0,34,118,24,6,1,10,10,6,4,34,0,34,60,14,14,1,true,1,1
3330582A.CAD,2434,97a55b51ff3d,3330582,BLEACHED HD STOCK TOWER,69,69,0,1972,0,18,77,13,2,0,5,5,3,2,18,0,34,39,8,8,0,true,1,1
3330583A.CAD,4236,056e8b07e799,3330583,VALVE POSITION,124,124,0,3606,0,44,136,27,10,5,7,7,4,3,42,0,43,76,14,14,0,true,2,1
3330584A.CAD,2844,d4e684ed4895,3330584,STOCK TO II SCREENNING FLOW,80,80,0,2340,0,22,86,17,5,3,4,4,4,0,20,0,36,48,8,8,0,true,2,1
3330585A.CAD,5714,5bea18c7f4ae,3330585,FEED FORWARD,154,154,0,4976,0,68,190,47,12,2,19,19,9,10,63,0,30,89,21,20,8,true,3,1
3330586A.CAD,5904,ab680e2533e5,3330586,FEED FORWARD,156,156,0,5224,0,64,200,47,9,2,21,21,14,11,59,0,39,88,17,17,6,true,3,1
3330587A.CAD,4596,b753f8119ff1,3330587,BROWN BLENDING STOCK FLOW,129,129,0,3868,0,59,148,35,11,0,9,9,9,3,58,0,23,102,22,22,0,true,2,1
3330588A.CAD,5592,3f91abc31463,3330588,FEED FORWARD,147,147,0,4928,0,59,187,45,8,2,19,19,13,10,55,0,37,84,16,16,7,true,3,1
